reading,mote_id,indoor,humidity,temperature,label
238,1,0,44.08,30.35,0
239,1,0,44.05,30.35,0
240,1,0,44.05,30.33,0
241,1,0,44.02,30.32,0
242,1,0,44.05,30.29,0
243,1,0,44.12,30.29,0
244,1,0,44.05,30.29,0
245,1,0,44.05,30.27,0
246,1,0,44.12,30.28,0
247,1,0,44.18,30.29,0
248,1,0,44.15,30.29,0
249,1,0,44.25,30.29,0
250,1,0,44.28,30.31,0
251,1,0,44.18,30.3,0
252,1,0,44.25,30.29,0
253,1,0,44.28,30.29,0
254,1,0,44.38,30.28,0
255,1,0,44.42,30.28,0
256,1,0,44.45,30.27,0
257,1,0,44.45,30.27,0
258,1,0,44.45,30.25,0
259,1,0,44.52,30.24,0
260,1,0,44.52,30.24,0
261,1,0,44.48,30.23,0
262,1,0,44.52,30.23,0
263,1,0,44.58,30.23,0
264,1,0,44.61,30.21,0
265,1,0,44.61,30.22,0
266,1,0,44.65,30.23,0
267,1,0,44.68,30.25,0
268,1,0,44.65,30.27,0
269,1,0,44.58,30.26,0
270,1,0,44.55,30.25,0
271,1,0,44.52,30.24,0
272,1,0,44.58,30.23,0
273,1,0,44.58,30.23,0
274,1,0,44.52,30.25,0
275,1,0,44.52,30.23,0
276,1,0,44.52,30.23,0
277,1,0,44.65,30.23,0
278,1,0,44.71,30.26,0
279,1,0,44.68,30.28,0
280,1,0,44.65,30.28,0
281,1,0,44.68,30.28,0
282,1,0,44.65,30.26,0
283,1,0,44.71,30.27,0
284,1,0,44.78,30.28,0
285,1,0,44.75,30.31,0
286,1,0,44.71,30.33,0
287,1,0,44.71,30.35,0
288,1,0,44.65,30.35,0
289,1,0,44.61,30.35,0
290,1,0,44.55,30.34,0
291,1,0,44.58,30.34,0
292,1,0,44.58,30.33,0
293,1,0,44.58,30.35,0
294,1,0,44.61,30.33,0
295,1,0,44.71,30.28,0
296,1,0,44.75,30.27,0
297,1,0,44.78,30.29,0
298,1,0,44.85,30.31,0
299,1,0,44.78,30.33,0
300,1,0,44.78,30.35,0
301,1,0,44.78,30.37,0
302,1,0,44.75,30.37,0
303,1,0,44.71,30.37,0
304,1,0,44.71,30.37,0
305,1,0,44.71,30.38,0
306,1,0,44.68,30.37,0
307,1,0,44.71,30.37,0
308,1,0,44.71,30.38,0
309,1,0,44.78,30.35,0
310,1,0,44.78,30.34,0
311,1,0,44.85,30.33,0
312,1,0,44.91,30.31,0
313,1,0,44.98,30.3,0
314,1,0,45.01,30.29,0
315,1,0,45.01,30.27,0
316,1,0,45.01,30.26,0
317,1,0,44.98,30.23,0
318,1,0,45.01,30.25,0
319,1,0,44.91,30.25,0
320,1,0,44.95,30.24,0
321,1,0,45.01,30.23,0
322,1,0,45.04,30.21,0
323,1,0,45.11,30.21,0
324,1,0,45.11,30.2,0
325,1,0,45.11,30.19,0
326,1,0,45.18,30.17,0
327,1,0,45.18,30.17,0
328,1,0,45.24,30.15,0
329,1,0,45.21,30.17,0
330,1,0,45.24,30.17,0
331,1,0,45.24,30.18,0
332,1,0,45.24,30.17,0
333,1,0,45.28,30.15,0
334,1,0,45.31,30.15,0
335,1,0,45.31,30.17,0
336,1,0,45.31,30.16,0
337,1,0,45.28,30.15,0
338,1,0,45.31,30.15,0
339,1,0,45.31,30.15,0
340,1,0,45.31,30.14,0
341,1,0,45.31,30.13,0
342,1,0,45.28,30.15,0
343,1,0,45.24,30.14,0
344,1,0,45.31,30.15,0
345,1,0,45.44,30.12,0
346,1,0,45.57,30.11,0
347,1,0,45.84,30.1,0
348,1,0,45.97,30.08,0
349,1,0,46.03,30.08,0
350,1,0,46.16,30.05,0
351,1,0,46.16,30.06,0
352,1,0,46.16,30.08,0
353,1,0,46.1,30.07,0
354,1,0,46.1,30.07,0
355,1,0,46.2,30.05,0
356,1,0,46.16,30.04,0
357,1,0,46.13,30.05,0
358,1,0,46.1,30.03,0
359,1,0,46.1,30.03,0
360,1,0,46.1,30.04,0
361,1,0,46.1,30.03,0
362,1,0,46.16,30.01,0
363,1,0,46.16,30,0
364,1,0,46.23,30,0
365,1,0,46.26,30,0
366,1,0,46.23,30,0
367,1,0,46.2,30,0
368,1,0,46.16,30.01,0
369,1,0,46.16,30.01,0
370,1,0,46.2,30.01,0
371,1,0,46.16,29.99,0
372,1,0,46.13,30,0
373,1,0,46.13,29.99,0
374,1,0,46.13,30,0
375,1,0,46.1,30.01,0
376,1,0,46.07,30.01,0
377,1,0,46.03,30.01,0
378,1,0,46.1,29.99,0
379,1,0,46.03,29.99,0
380,1,0,46.03,29.99,0
381,1,0,46.03,29.98,0
382,1,0,46,29.97,0
383,1,0,46.03,29.96,0
384,1,0,46.03,29.95,0
385,1,0,46,29.95,0
386,1,0,46,29.94,0
387,1,0,46,29.94,0
388,1,0,46.03,29.92,0
389,1,0,46.1,29.93,0
390,1,0,46.1,29.92,0
391,1,0,46.1,29.92,0
392,1,0,46.1,29.93,0
393,1,0,45.97,29.92,0
394,1,0,45.9,29.92,0
395,1,0,45.9,29.91,0
396,1,0,45.9,29.88,0
397,1,0,45.97,29.88,0
398,1,0,46.03,29.85,0
399,1,0,46.1,29.83,0
400,1,0,46.26,29.81,0
401,1,0,46.3,29.79,0
402,1,0,46.33,29.78,0
403,1,0,46.36,29.77,0
404,1,0,46.49,29.75,0
405,1,0,46.62,29.73,0
406,1,0,46.62,29.75,0
407,1,0,46.56,29.77,0
408,1,0,46.49,29.76,0
409,1,0,46.49,29.76,0
410,1,0,46.49,29.76,0
411,1,0,46.43,29.77,0
412,1,0,46.36,29.75,0
413,1,0,46.36,29.72,0
414,1,0,46.36,29.7,0
415,1,0,46.46,29.7,0
416,1,0,46.52,29.72,0
417,1,0,46.49,29.75,0
418,1,0,46.46,29.74,0
419,1,0,46.49,29.73,0
420,1,0,46.49,29.74,0
421,1,0,46.49,29.74,0
422,1,0,46.43,29.73,0
423,1,0,46.39,29.71,0
424,1,0,46.39,29.73,0
425,1,0,46.36,29.72,0
426,1,0,46.43,29.71,0
427,1,0,46.56,29.69,0
428,1,0,46.59,29.66,0
429,1,0,46.62,29.66,0
430,1,0,46.62,29.64,0
431,1,0,46.66,29.66,0
432,1,0,46.62,29.67,0
433,1,0,46.62,29.67,0
434,1,0,46.59,29.67,0
435,1,0,46.56,29.67,0
436,1,0,46.56,29.65,0
437,1,0,46.62,29.65,0
438,1,0,46.56,29.65,0
439,1,0,46.56,29.66,0
440,1,0,46.56,29.66,0
441,1,0,46.49,29.65,0
442,1,0,46.52,29.64,0
443,1,0,46.59,29.64,0
444,1,0,46.66,29.62,0
445,1,0,46.72,29.63,0
446,1,0,46.72,29.61,0
447,1,0,46.79,29.63,0
448,1,0,46.82,29.62,0
449,1,0,46.95,29.6,0
450,1,0,46.98,29.61,0
451,1,0,47.08,29.61,0
452,1,0,47.11,29.62,0
453,1,0,47.11,29.61,0
454,1,0,47.15,29.63,0
455,1,0,47.18,29.62,0
456,1,0,47.21,29.63,0
457,1,0,47.15,29.64,0
458,1,0,47.15,29.63,0
459,1,0,47.08,29.63,0
460,1,0,47.08,29.6,0
461,1,0,47.11,29.59,0
462,1,0,47.18,29.58,0
463,1,0,47.21,29.58,0
464,1,0,47.18,29.58,0
465,1,0,47.15,29.57,0
466,1,0,47.15,29.56,0
467,1,0,47.15,29.55,0
468,1,0,47.18,29.54,0
469,1,0,47.21,29.55,0
470,1,0,47.28,29.57,0
471,1,0,47.28,29.57,0
472,1,0,47.34,29.57,0
473,1,0,47.31,29.58,0
474,1,0,47.28,29.59,0
475,1,0,47.24,29.6,0
476,1,0,47.24,29.6,0
477,1,0,47.15,29.61,0
478,1,0,47.15,29.62,0
479,1,0,47.05,29.65,0
480,1,0,47.02,29.66,0
481,1,0,46.95,29.65,0
482,1,0,46.95,29.67,0
483,1,0,46.89,29.67,0
484,1,0,46.82,29.68,0
485,1,0,46.82,29.69,0
486,1,0,46.75,29.7,0
487,1,0,46.79,29.71,0
488,1,0,46.79,29.71,0
489,1,0,46.75,29.72,0
490,1,0,46.72,29.75,0
491,1,0,46.69,29.76,0
492,1,0,46.62,29.77,0
493,1,0,46.62,29.78,0
494,1,0,46.62,29.8,0
495,1,0,46.59,29.82,0
496,1,0,46.56,29.82,0
497,1,0,46.56,29.85,0
498,1,0,46.52,29.87,0
499,1,0,46.46,29.88,0
500,1,0,46.49,29.87,0
501,1,0,46.49,29.87,0
502,1,0,46.49,29.87,0
503,1,0,46.49,29.89,0
504,1,0,46.49,29.88,0
505,1,0,46.49,29.89,0
506,1,0,46.49,29.9,0
507,1,0,46.43,29.89,0
508,1,0,46.43,29.91,0
509,1,0,46.43,29.91,0
510,1,0,46.43,29.93,0
511,1,0,46.39,29.95,0
512,1,0,46.36,29.95,0
513,1,0,46.36,29.95,0
514,1,0,46.3,29.98,0
515,1,0,46.3,29.98,0
516,1,0,46.26,30.01,0
517,1,0,46.23,30.03,0
518,1,0,46.2,30.02,0
519,1,0,46.2,30.03,0
520,1,0,46.2,30.03,0
521,1,0,46.16,30.03,0
522,1,0,46.23,30.03,0
523,1,0,46.23,30.03,0
524,1,0,46.23,30.02,0
525,1,0,46.3,30.01,0
526,1,0,46.33,30.03,0
527,1,0,46.36,30.03,0
528,1,0,46.36,30.02,0
529,1,0,46.36,30.03,0
530,1,0,46.43,30.03,0
531,1,0,46.43,30.03,0
532,1,0,46.43,30.04,0
533,1,0,46.39,30.05,0
534,1,0,46.43,30.05,0
535,1,0,46.39,30.07,0
536,1,0,46.39,30.06,0
537,1,0,46.39,30.05,0
538,1,0,46.46,30.04,0
539,1,0,46.49,30.01,0
540,1,0,46.56,29.97,0
541,1,0,46.62,29.98,0
542,1,0,46.59,29.97,0
543,1,0,46.56,29.99,0
544,1,0,46.52,30.02,0
545,1,0,46.46,30,0
546,1,0,46.43,30.02,0
547,1,0,46.36,30.03,0
548,1,0,46.33,30.01,0
549,1,0,46.3,30.01,0
550,1,0,46.3,30.03,0
551,1,0,46.26,30.02,0
552,1,0,46.3,30.02,0
553,1,0,46.3,30.02,0
554,1,0,46.3,30.03,0
555,1,0,46.3,30.03,0
556,1,0,46.26,30.04,0
557,1,0,46.23,30.03,0
558,1,0,46.23,30.03,0
559,1,0,46.23,30.03,0
560,1,0,46.23,30.03,0
561,1,0,46.2,30.03,0
562,1,0,46.16,30.05,0
563,1,0,46.1,30.05,0
564,1,0,46.07,30.05,0
565,1,0,46.1,30.01,0
566,1,0,46.1,30.01,0
567,1,0,46.1,29.99,0
568,1,0,46.16,29.96,0
569,1,0,46.16,29.97,0
570,1,0,46.2,29.97,0
571,1,0,46.23,29.96,0
572,1,0,46.23,29.95,0
573,1,0,46.3,29.96,0
574,1,0,46.3,29.95,0
575,1,0,46.36,29.96,0
576,1,0,46.3,29.97,0
577,1,0,46.3,29.95,0
578,1,0,46.33,29.92,0
579,1,0,46.36,29.91,0
580,1,0,46.39,29.89,0
581,1,0,46.39,29.89,0
582,1,0,46.43,29.89,0
583,1,0,46.36,29.9,0
584,1,0,46.33,29.93,0
585,1,0,46.3,29.91,0
586,1,0,46.26,29.94,0
587,1,0,46.23,29.96,0
588,1,0,46.2,29.95,0
589,1,0,46.16,29.97,0
590,1,0,46.16,29.97,0
591,1,0,46.13,29.99,0
592,1,0,46.13,29.98,0
593,1,0,46.1,29.99,0
594,1,0,46.07,30.01,0
595,1,0,46,30.01,0
596,1,0,46,30.01,0
597,1,0,45.97,30.01,0
598,1,0,45.97,29.99,0
599,1,0,45.97,29.99,0
600,1,0,45.97,29.99,0
601,1,0,46.03,29.99,0
602,1,0,46.03,29.99,0
603,1,0,46.07,30,0
604,1,0,46.07,30.01,0
605,1,0,46.03,29.99,0
606,1,0,46.03,30,0
607,1,0,46.03,29.99,0
608,1,0,46.1,29.99,0
609,1,0,46.13,30,0
610,1,0,46.16,29.99,0
611,1,0,46.1,29.96,0
612,1,0,46.13,29.93,0
613,1,0,46.16,29.93,0
614,1,0,46.2,29.92,0
615,1,0,46.26,29.91,0
616,1,0,46.3,29.9,0
617,1,0,46.43,29.89,0
618,1,0,46.52,29.9,0
619,1,0,46.59,29.91,0
620,1,0,46.66,29.89,0
621,1,0,46.62,29.87,0
622,1,0,46.69,29.86,0
623,1,0,46.82,29.82,0
624,1,0,46.89,29.78,0
625,1,0,46.92,29.79,0
626,1,0,46.89,29.79,0
627,1,0,46.89,29.75,0
628,1,0,46.92,29.71,0
629,1,0,46.95,29.73,0
630,1,0,46.85,29.69,0
631,1,0,46.95,29.66,0
632,1,0,46.95,29.62,0
633,1,0,46.95,29.64,0
634,1,0,46.89,29.61,0
635,1,0,46.95,29.63,0
636,1,0,46.95,29.61,0
637,1,0,46.95,29.61,0
638,1,0,47.08,29.61,0
639,1,0,47.08,29.61,0
640,1,0,47.08,29.61,0
641,1,0,47.05,29.61,0
642,1,0,47.08,29.6,0
643,1,0,47.05,29.61,0
644,1,0,47.08,29.58,0
645,1,0,47.08,29.54,0
646,1,0,47.11,29.53,0
647,1,0,47.15,29.53,0
648,1,0,47.28,29.51,0
649,1,0,47.34,29.51,0
650,1,0,47.41,29.51,0
651,1,0,47.34,29.49,0
652,1,0,47.38,29.45,0
653,1,0,47.47,29.46,0
654,1,0,47.57,29.45,0
655,1,0,47.6,29.47,0
656,1,0,47.51,29.47,0
657,1,0,47.47,29.45,0
658,1,0,47.44,29.45,0
659,1,0,47.44,29.44,0
660,1,0,47.47,29.44,0
661,1,0,47.47,29.44,0
662,1,0,47.47,29.43,0
663,1,0,47.44,29.41,0
664,1,0,47.54,29.42,0
665,1,0,47.64,29.4,0
666,1,0,47.67,29.39,0
667,1,0,47.67,29.4,0
668,1,0,47.67,29.39,0
669,1,0,47.64,29.4,0
670,1,0,47.6,29.39,0
671,1,0,47.57,29.4,0
672,1,0,47.57,29.39,0
673,1,0,47.51,29.37,0
674,1,0,47.44,29.37,0
675,1,0,47.41,29.38,0
676,1,0,47.47,29.36,0
677,1,0,47.54,29.38,0
678,1,0,47.54,29.38,0
679,1,0,47.6,29.38,0
680,1,0,47.6,29.39,0
681,1,0,47.67,29.38,0
682,1,0,47.73,29.36,0
683,1,0,47.77,29.36,0
684,1,0,47.8,29.35,0
685,1,0,47.73,29.34,0
686,1,0,47.64,29.33,0
687,1,0,47.6,29.3,0
688,1,0,47.6,29.29,0
689,1,0,47.6,29.31,0
690,1,0,47.6,29.29,0
691,1,0,47.67,29.29,0
692,1,0,47.67,29.29,0
693,1,0,47.67,29.3,0
694,1,0,47.67,29.31,0
695,1,0,47.67,29.31,0
696,1,0,47.67,29.3,0
697,1,0,47.7,29.28,0
698,1,0,47.7,29.28,0
699,1,0,47.77,29.27,0
700,1,0,47.77,29.26,0
701,1,0,47.8,29.26,0
702,1,0,47.8,29.25,0
703,1,0,47.83,29.27,0
704,1,0,47.8,29.25,0
705,1,0,47.73,29.25,0
706,1,0,47.77,29.27,0
707,1,0,47.73,29.26,0
708,1,0,47.67,29.27,0
709,1,0,47.67,29.28,0
710,1,0,47.6,29.29,0
711,1,0,47.6,29.29,0
712,1,0,47.57,29.28,0
713,1,0,47.6,29.27,0
714,1,0,47.6,29.26,0
715,1,0,47.6,29.25,0
716,1,0,47.64,29.26,0
717,1,0,47.64,29.27,0
718,1,0,47.67,29.27,0
719,1,0,47.73,29.26,0
720,1,0,47.8,29.24,0
721,1,0,47.9,29.24,0
722,1,0,47.93,29.24,0
723,1,0,47.9,29.25,0
724,1,0,47.86,29.25,0
725,1,0,47.83,29.24,0
726,1,0,47.86,29.23,0
727,1,0,47.9,29.23,0
728,1,0,47.93,29.21,0
729,1,0,47.99,29.2,0
730,1,0,47.99,29.21,0
731,1,0,48.03,29.2,0
732,1,0,48.06,29.21,0
733,1,0,48.03,29.2,0
734,1,0,48.06,29.18,0
735,1,0,48.12,29.16,0
736,1,0,48.19,29.17,0
737,1,0,48.19,29.17,0
738,1,0,48.25,29.17,0
739,1,0,48.29,29.17,0
740,1,0,48.35,29.14,0
741,1,0,48.35,29.13,0
742,1,0,48.32,29.13,0
743,1,0,48.32,29.12,0
744,1,0,48.35,29.13,0
745,1,0,48.32,29.13,0
746,1,0,48.25,29.14,0
747,1,0,48.25,29.13,0
748,1,0,48.29,29.12,0
749,1,0,48.35,29.12,0
750,1,0,48.32,29.13,0
751,1,0,48.32,29.14,0
752,1,0,48.35,29.14,0
753,1,0,48.42,29.13,0
754,1,0,48.42,29.13,0
755,1,0,48.45,29.12,0
756,1,0,48.42,29.13,0
757,1,0,48.38,29.14,0
758,1,0,48.38,29.12,0
759,1,0,48.42,29.12,0
760,1,0,48.45,29.11,0
761,1,0,48.45,29.11,0
762,1,0,48.51,29.11,0
763,1,0,48.58,29.11,0
764,1,0,48.64,29.12,0
765,1,0,48.64,29.09,0
766,1,0,48.71,29.11,0
767,1,0,48.74,29.09,0
768,1,0,48.77,29.1,0
769,1,0,48.84,29.09,0
770,1,0,48.9,29.09,0
771,1,0,48.9,29.09,0
772,1,0,48.9,29.1,0
773,1,0,48.9,29.08,0
774,1,0,48.94,29.07,0
775,1,0,48.9,29.07,0
776,1,0,48.77,29.07,0
777,1,0,48.71,29.07,0
778,1,0,48.74,29.07,0
779,1,0,48.77,29.08,0
780,1,0,48.77,29.08,0
781,1,0,48.84,29.07,0
782,1,0,48.94,29.07,0
783,1,0,49.13,29.05,0
784,1,0,49.16,29.04,0
785,1,0,49.23,29.03,0
786,1,0,49.23,29.04,0
787,1,0,49.16,29.05,0
788,1,0,49.16,29.04,0
789,1,0,49.03,29.07,0
790,1,0,49.03,29.06,0
791,1,0,48.9,29.07,0
792,1,0,48.84,29.06,0
793,1,0,48.84,29.07,0
794,1,0,48.87,29.06,0
795,1,0,48.9,29.06,0
796,1,0,48.74,29.05,0
797,1,0,48.64,29.04,0
798,1,0,48.64,29.05,0
799,1,0,48.64,29.04,0
800,1,0,48.64,29.03,0
801,1,0,48.64,29.03,0
802,1,0,48.64,29.03,0
803,1,0,48.64,29.03,0
804,1,0,48.58,29.03,0
805,1,0,48.64,29.02,0
806,1,0,48.68,29.01,0
807,1,0,48.74,29.03,0
808,1,0,48.77,29.06,0
809,1,0,48.77,29.07,0
810,1,0,48.74,29.09,0
811,1,0,48.74,29.08,0
812,1,0,48.74,29.09,0
813,1,0,48.74,29.08,0
814,1,0,48.71,29.09,0
815,1,0,48.71,29.09,0
816,1,0,48.68,29.1,0
817,1,0,48.71,29.1,0
818,1,0,48.71,29.1,0
819,1,0,48.68,29.11,0
820,1,0,48.68,29.1,0
821,1,0,48.68,29.11,0
822,1,0,48.71,29.11,0
823,1,0,48.71,29.12,0
824,1,0,48.71,29.12,0
825,1,0,48.71,29.13,0
826,1,0,48.77,29.14,0
827,1,0,48.81,29.14,0
828,1,0,48.77,29.14,0
829,1,0,48.81,29.15,0
830,1,0,48.77,29.17,0
831,1,0,48.81,29.18,0
832,1,0,48.81,29.17,0
833,1,0,48.77,29.18,0
834,1,0,48.81,29.19,0
835,1,0,48.77,29.19,0
836,1,0,48.77,29.21,0
837,1,0,48.84,29.21,0
838,1,0,48.81,29.21,0
839,1,0,48.84,29.23,0
840,1,0,48.84,29.23,0
841,1,0,48.84,29.23,0
842,1,0,48.84,29.22,0
843,1,0,48.87,29.24,0
844,1,0,48.9,29.25,0
845,1,0,48.9,29.24,0
846,1,0,48.94,29.24,0
847,1,0,48.84,29.22,0
848,1,0,48.81,29.21,0
849,1,0,48.87,29.19,0
850,1,0,48.9,29.2,0
851,1,0,48.84,29.19,0
852,1,0,48.9,29.22,0
853,1,0,49,29.2,0
854,1,0,49.03,29.2,0
855,1,0,49.06,29.19,0
856,1,0,49.03,29.19,0
857,1,0,49.03,29.17,0
858,1,0,49.03,29.15,0
859,1,0,49.1,29.15,0
860,1,0,49.1,29.15,0
861,1,0,49.06,29.14,0
862,1,0,49.06,29.13,0
863,1,0,49.03,29.13,0
864,1,0,49.03,29.1,0
865,1,0,49.06,29.08,0
866,1,0,49.1,29.06,0
867,1,0,49.1,29.06,0
868,1,0,49.06,29.06,0
869,1,0,49.06,29.03,0
870,1,0,49.1,29.03,0
871,1,0,49.1,29.03,0
872,1,0,49.1,29.03,0
873,1,0,49.1,29.01,0
874,1,0,49.1,29,0
