"0H","unexpected error. Max retries exceeded. Too many open files.","Error"
"0I","insufficient arguments. Must provide two or more iterators.","Error"
"0J","insufficient arguments. Must provide both an iterator and a static value.","Error"
"0K","invalid invocation. `this` is not a fluent interface iterator.","TypeError"
"0L","insufficient arguments. Must provide a hash function.","Error"
"0M","invalid argument. Iterator arguments must be iterator protocol-compliant objects.","TypeError"
"0N","insufficient arguments. Must provide at least one iterator function.","Error"
"0O","invalid argument. Providing a number is not supported.","TypeError"
"0P","invalid argument. Providing a complex number is not supported.","TypeError"
"0Q","invalid argument. Providing an ndarray is not supported.","TypeError"
"0R","invalid argument. Providing an array-like object is not supported.","TypeError"
"0S","invalid argument. If the first argument is an ndarray, the second argument must be an ndarray.","TypeError"
"0T","invalid argument. Output array must have the same number of elements (i.e., length) as the input array.","RangeError"
"0U","invalid argument. If the first argument is an array-like object, the second argument must be an array-like object.","TypeError"
"0V","invalid argument. Providing a number is not supported. Consider providing a zero-dimensional ndarray containing the numeric value.","TypeError"
"0W","invalid argument. Providing a complex number is not supported. Consider providing a zero-dimensional ndarray containing the complex number value.","TypeError"
"0X","invalid arguments. Must provide either a data source, array shape, or both.","Error"
"0Y","invalid arguments. Array shape is incompatible with provided data source. Number of data source elements does not match array shape.","RangeError"
"0Z","invalid argument. Cannot broadcast an array to a shape having fewer dimensions. Arrays can only be broadcasted to shapes having the same or more dimensions.","Error"
"0a","invalid argument. First argument must contain at least one element.","RangeError"
"0b","invalid arguments. The length of the first argument is incompatible with the second and third arguments.","RangeError"
"0c","invalid argument. Must provide an ndarray having two or more dimensions.","Error"
"0d","invalid arguments. Arrays must have the same shape.","Error"
"0e","invalid invocation. Cannot write to a read-only array.","Error"
"0f","invalid argument. Fourth argument length must be equal to 1 when creating a zero-dimensional ndarray.","RangeError"
"0g","invalid arguments. The input buffer is incompatible with the specified meta data. Ensure that the offset is valid with regard to the strides array and that the buffer has enough elements to satisfy the desired array shape.","Error"
"0h","invalid arguments. Interface must accept at least one input and/or output ndarray. Based on the provided arguments, `nin+nout` equals `0`.","Error"
"0i","invalid arguments. Fourth argument does not equal the number of input and output ndarrays.","Error"
"0j","invalid argument. Unexpected number of types. A type must be specified for each input and output ndarray for each provided ndarray function.","Error"
"0k","invalid argument. The third argument must have the same number of elements as the first argument.","Error"
"0l","invalid invocation. Insufficient arguments.","Error"
"0m","invalid invocation. Too many arguments.","Error"
"0n","invalid arguments. Unable to resolve an ndarray function supporting the provided array argument data types.","TypeError"
"0o","invalid operation. Unable to load Electron. Ensure Electron is installed and try again.","Error"
"0p","invalid operation. A browser environment has no support for changing the current working directory.","Error"
"0q","invalid operation. The environment does not support reading from `stdin`.","Error"
"0r","unexpected error. PRNG returned NaN.","Error"
"0s","invalid argument. Third argument must be less than or equal to the first argument.","RangeError"
"0t","invalid argument. Second argument must be less than or equal to the first argument.","RangeError"
"0u","invalid operation. Cannot delete the `base` workspace.","Error"
"0v","invalid invocation. Must provide either a string containing presentation text or an options object specifying a presentation file to load.","TypeError"
"0w","invalid argument. When not provided presentation text, an options argument must specify a presentation file to load.","TypeError"
"0x","invalid invocation. Not currently in a presentation workspace. Must provide either a string or nonnegative integer which corresponds to the identifier of the presentation to be stopped.","Error"
"0y","unexpected error. Command execution terminated.","Error"
"0z","invalid operation. Cannot load a file into a REPL which has already closed.","Error"
"1A","invalid arguments. First and second arguments must be arrays having the same length.","RangeError"
"1B","invalid arguments. Subpopulation size must be less than or equal to population size.","RangeError"
"1C","invalid arguments. Number of draws must be less than or equal to population size.","RangeError"
"1D","invalid argument. First argument must contain at least one element greater than zero (i.e., the total number number of observations must be greater than zero).","Error"
"1E","invalid arguments. First and second arguments must have the same length.","Error"
"1F","invalid arguments. First and second arguments must be arrays having the same length.","Error"
"1G","invalid arguments. First and second argument must have the same length.","Error"
"1H","invalid arguments. Not enough observations. First and second arguments must contain at least four observations.","Error"
"1I","invalid arguments. The first and second arguments must have the same length.","Error"
"1J","`x` or `x - y` cannot be zero for all elements.","Error"
"1K","invalid arguments. Strided array parameters are incompatible with the provided array-like object. Linear index exceeds array bounds.","RangeError"
"1L","invalid arguments. Unable to resolve a strided array function supporting the provided array argument data types.","TypeError"
"1M","invalid arguments. Interface must accept at least one strided input and/or output array. Based on the provided arguments, `nin+nout` equals `0`.","Error"
"1N","invalid argument. Unexpected number of types. A type must be specified for each strided input and output array for each provided strided array function.","Error"
"1O","invalid argument. Fourth argument is incompatible with the number of strided input and output arrays.","Error"
"1P","invalid argument. Input array offset must be a nonnegative integer.","TypeError"
"1Q","invalid argument. Output array offset must be a nonnegative integer.","TypeError"
"1R","invalid argument. Input array must be an array-like object.","TypeError"
"1S","invalid argument. Output array must be an array-like object.","TypeError"
"1T","invalid argument. Input array has insufficient elements based on the associated stride and the number of indexed elements.","RangeError"
"1U","invalid argument. Output array has insufficient elements based on the associated stride and the number of indexed elements.","RangeError"
"1V","insufficient arguments. Must provide either an array of code points or one or more code points as separate arguments.","Error"
"1W","invalid argument. Third argument must not be an empty string.","RangeError"
"1X","invalid argument. Pad string must not be an empty string.","RangeError"
"1Y","insufficient arguments. Must provide multiple functions to compose.","Error"
"1Z","insufficient arguments. Must provide multiple functions to execute sequentially.","Error"
"1a","invalid arguments. First and last arguments must be the same length.","RangeError"
"1b","insufficient arguments. Must provide at least two objects.","Error"
"1c","invalid invocation. `this` is not a compact adjacency matrix.","TypeError"
"1d","invalid argument. Cannot specify one or more accessors and a value or writable attribute in the property descriptor.","Error"
"1e","invalid argument. The list does not contain the provided list node.","Error"
"1f","unexpected error. Unable to resolve global object.","Error"
"1g","invalid argument. The output ndarray must be writable. Cannot write to a read-only ndarray.","Error"
"1h","invalid arguments. Input and output arrays must have the same length.","RangeError"
"1i","invalid arguments. Input and output arrays must have the same number of elements (i.e., length).","RangeError"
"1j","invalid arguments. Input ndarrays must be broadcast compatible.","Error"
"1k","invalid arguments. Input arrays must have the same number of elements (i.e., length).","RangeError"
"1l","insufficient arguments. Must provide both a target object and one or more source objects.","Error"
"1m","invalid invocation. `this` is not host tuple.","TypeError"
"1n","invalid invocation. `this` is not the host tuple factory.","TypeError"
"1o","not implemented. Please post an issue on the @stdlib/stdlib issue tracker if you would like this to be implemented.","Error"
"1p","invalid argument. Second argument must have a length equal to the size of the outermost input array dimension.","RangeError"
"1q","evaluation error. Did not receive timing results.","Error"
"1r","evaluation error. Unable to retrieve evaluation results. Ensure that the provided snippet does not return prematurely.","Error"
"1s","invalid argument. Must provide a zipped array.","TypeError"
"1t","invalid argument. Array must only contain arrays.","TypeError"
"1u","invalid argument. Indices must be specified as an array.","TypeError"
"1v","invalid argument. All indices must be integers.","TypeError"
"1w","invalid argument. Must provide valid indices (i.e., an index must be on the interval [0, len], where len is the tuple length).","Error"
"1x","insufficient arguments. Must provide at least one array.","Error"
"1y","invalid argument. Must provide a username or, to get who an authenticated user is following, an access token.","Error"
"1z","invalid argument. Must provide a username or, to get a list of repositories an authenticated user has starred, an access token.","Error"
"2A","invalid argument. Must provide a length, ArrayBuffer, typed array, array-like object, or an iterable. Value: `%s`.","TypeError"
"2B","invalid argument. First argument must be an ArrayBuffer. Value: `%s`.","TypeError"
"2C","invalid argument. Byte offset must be a nonnegative integer. Value: `%s`.","TypeError"
"2D","invalid argument. Byte offset must be a multiple of `%u`. Value: `%u`.","RangeError"
"2E","invalid arguments. ArrayBuffer view byte length must be a multiple of %u. View byte length: `%u`.","RangeError"
"2F","invalid argument. Length must be a nonnegative integer. Value: `%s`.","TypeError"
"2G","invalid arguments. ArrayBuffer has insufficient capacity. Either decrease the array length or provide a bigger buffer. Minimum capacity: `%u`.","RangeError"
"2H","invalid argument. Second argument must be a function. Value: `%s`.","TypeError"
"2I","invalid argument. First argument must have a length which is a multiple of two. Length: `%u`.","RangeError"
"2J","invalid argument. First argument must be an array-like object or an iterable. Value: `%s`.","TypeError"
"2K","invalid argument. Must provide a nonnegative integer. Value: `%s`.","TypeError"
"2L","invalid argument. Index argument must be a nonnegative integer. Value: `%s`.","TypeError"
"2M","invalid argument. Index argument is out-of-bounds. Value: `%u`.","RangeError"
"2N","invalid argument. First argument must be either a complex number, an array-like object, or a complex number array. Value: `%s`.","TypeError"
"2O","invalid argument. First argument must be an array-like object. Value: `%s`.","TypeError"
"2P","invalid argument. Second argument must be a recognized array data type. Value: `%s`.","TypeError"
"2Q","invalid argument. Second argument must have a recognized/supported data type. Type: `%s`. Value: `%s`.","TypeError"
"2R","invalid argument. Unable to parse %s date.","Error"
"2S","invalid argument. Numeric %s date must be either a Unix or JavaScript timestamp.","Error"
"2T","invalid argument. %s date must either be a date string, Date object, Unix timestamp, or JavaScript timestamp.","TypeError"
"2U","invalid argument. Length must be a positive integer. Value: `%s`.","TypeError"
"2V","invalid argument. Options argument must be an object. Value: `%s`.","TypeError"
"2W","invalid option. `%s` option must be a string. Option: `%s`.","TypeError"
"2X","invalid option. `%s` option must be one of the following: ""%s"". Option: `%s`.","Error"
"2Y","invalid argument. Must provide a recognized data type. Value: `%s`.","TypeError"
"2Z","invalid argument. Environment lacks Symbol.iterator support. Must provide a length, typed array, or array-like object. Value: `%s`.","TypeError"
"2a","invalid argument. Must provide a length, typed array, array-like object, or an iterable. Value: `%s`.","TypeError"
"2b","invalid argument. Callback argument must be a function. Value: `%s`.","TypeError"
"2c","invalid argument. Iterator argument must be an iterator protocol-compliant object. Value: `%s`.","TypeError"
"2d","invalid argument. First argument must be a nonnegative integer. Value: `%s`.","TypeError"
"2e","invalid argument. Third argument must be a recognized data type. Value: `%s`.","TypeError"
"2f","invalid argument. First argument must be either an array, typed array, or complex typed array. Value: `%s`.","TypeError"
"2g","invalid argument. Start must be numeric. Value: `%s`.","TypeError"
"2h","invalid argument. Stop must be numeric. Value: `%s`.","TypeError"
"2i","invalid argument. Increment must be numeric. Value: `%s`.","TypeError"
"2j","invalid argument. First argument must be either a real or complex number. Value: `%s`.","TypeError"
"2k","invalid argument. Second argument must be either a real or complex number. Value: `%s`.","TypeError"
"2l","invalid argument. Third argument must be an array-like object. Value: `%s`.","TypeError"
"2m","invalid argument. Third argument must be a nonnegative integer. Value: `%s`.","TypeError"
"2n","invalid option. `%s` option must be a real or complex floating-point data type or ""generic"". Option: `%s`.","TypeError"
"2o","invalid option. `%s` option must be a boolean. Option: `%s`.","TypeError"
"2p","invalid argument. Exponent of start value must be numeric. Value: `%s`.","TypeError"
"2q","invalid argument. Exponent of stop value must be numeric. Value: `%s`.","TypeError"
"2r","invalid argument. First argument must be either an array length or an array-like object. Value: `%s`.","TypeError"
"2s","invalid argument. Must provide a typed array or ArrayBuffer. Value: `%s`.","TypeError"
"2t","invalid option. `%s` option must be a nonnegative integer. Option: `%s`.","TypeError"
"2u","invalid argument. Must provide an array-like object. Value: `%s`.","TypeError"
"2v","invalid option. `%s` option must be either `1` or `-1`. Option: `%s`.","TypeError"
"2w","invalid argument. Second argument must be either a function or an options object. Value: `%s`.","TypeError"
"2x","invalid argument. Must provide a typed array. Value: `%s`.","TypeError"
"2y","invalid argument. Second argument must be an array-like object. Value: `%s`.","TypeError"
"2z","invalid argument. Third argument must be an integer. Value: `%s`.","TypeError"
"3A","invalid argument. Key path must be a string or a key array. Value: `%s`.","TypeError"
"3B","invalid argument. Must provide a string. Value: `%s`.","TypeError"
"3C","invalid argument. Must provide a valid position (i.e., a nonnegative integer). Value: `%s`.","TypeError"
"3D","invalid argument. Must provide a valid position (i.e., within string bounds). Value: `%u`.","RangeError"
"3E","invalid argument. Second argument must be callable. Value: `%s`.","TypeError"
"3F","invalid argument. First argument must be a string. Value: `%s`.","TypeError"
"3G","invalid argument. Fourth argument must be one of the following: ""%s"". Value: `%s`.","TypeError"
"3H","invalid argument. Fifth argument must be one of the following: ""%s"". Value: `%s`.","TypeError"
"3I","invalid argument. Second argument must be either an object (except null) or a function. Value: `%s`.","TypeError"
"3J","invalid argument. Must provide a function. Value: `%s`.","TypeError"
"3K","invalid argument. Must provide either an options object or a callback function. Value: `%s`.","TypeError"
"3L","invalid argument. First argument must be an object. Value: `%s`.","TypeError"
"3M","invalid option. `%s` option must be a writable stream. Option: `%s`.","TypeError"
"3N","invalid argument. Third argument must be a function. Value: `%s`.","TypeError"
"3O","invalid option. `%s` option must be either a positive integer or `null`. Option: `%s`.","TypeError"
"3P","invalid option. `%s` option must be a positive integer. Option: `%s`.","TypeError"
"3Q","invalid argument. First argument must be a 1-dimensional ndarray containing double-precision floating-point numbers (i.e., an ndarray whose underlying data buffer is a Float64Array). Value: `%s`.","TypeError"
"3R","invalid argument. Second argument must be a 1-dimensional ndarray containing double-precision floating-point numbers (i.e., an ndarray whose underlying data buffer is a Float64Array). Value: `%s`.","TypeError"
"3S","invalid argument. Arrays must be the same length. First argument length: `%u`. Second argument length: `%u`.","RangeError"
"3T","invalid argument. First argument must be either an array-like object or a one-dimensional ndarray. Value: `%s`.","TypeError"
"3U","invalid argument. Second argument must be either an array-like object or a one-dimensional ndarray. Value: `%s`.","TypeError"
"3V","invalid argument. First argument must be a 1-dimensional ndarray containing single-precision floating-point numbers (i.e., an ndarray whose underlying data buffer is a Float32Array). Value: `%s`.","TypeError"
"3W","invalid argument. Second argument must be a 1-dimensional ndarray containing single-precision floating-point numbers (i.e., an ndarray whose underlying data buffer is a Float32Array). Value: `%s`.","TypeError"
"3X","invalid argument. Second argument must be a nonnegative integer. Value: `%s`.","TypeError"
"3Y","invalid argument. Second argument must not exceed the number of bytes in the input ArrayBuffer. Value: `%s`.","RangeError"
"3Z","invalid argument. Last argument must be a nonnegative integer. Value: `%s`.","TypeError"
"3a","invalid argument. Last argument must not exceed the number of bytes in the input ArrayBuffer. Value: `%s`.","RangeError"
"3b","invalid argument. Must provide a Buffer. Value: `%s`.","TypeError"
"3c","invalid argument. First argument must be a function. Value: `%s`.","TypeError"
"3d","invalid argument. Third argument must be a constructor function. Value: `%s`.","TypeError"
"3e","invalid argument. Real component must be a number. Value: `%s`.","TypeError"
"3f","invalid argument. Imaginary component must be a number. Value: `%s`.","TypeError"
"3g","invalid option. `%s` option must be one of the following: ""%s"". Option: `%s`.","RangeError"
"3h","invalid argument. Unsupported/unrecognized dataset name. Value: `%s`.","RangeError"
"3i","invalid option. Unrecognized `%s`. Option: `[%s]`.","RangeError"
"3j","invalid option. `%s` option must be a string or an array of strings. Option: `%s`.","TypeError"
"3k","invalid option. `%s` option must be a positive integer or an array of positive integers. Option: `%s`.","TypeError"
"3l","invalid option. `%s` option must be a positive integer array of length two. Option: `%s`.","TypeError"
"3m","invalid option. `%s` option cannot be less than 1790. Option: `%s`.","RangeError"
"3n","invalid option. `%s` option cannot be greater than 5000. Option: `%s`.","RangeError"
"3o","invalid argument. Must provide an error object. Value: `%s`.","TypeError"
"3p","invalid argument. First argument must be a valid file descriptor (i.e., nonnegative integer). Value: `%s`.","TypeError"
"3q","invalid argument. Last argument must be a function. Value: `%s`.","TypeError"
"3r","invalid argument. Must provide a valid file descriptor (i.e., a nonnegative integer). Value: `%s`.","TypeError"
"3s","invalid argument. First argument must be an array of strings. Value: `%s`.","TypeError"
"3t","invalid argument. Options argument must be either a string or an object. Value: `%s`.","TypeError"
"3u","invalid argument. Predicate function must be a function. Value: `%s`.","TypeError"
"3v","invalid argument. First argument must be an iterator. Value: `%s`.","TypeError"
"3w","invalid argument. Must provide an iterator. Value: `%s`.","TypeError"
"3x","invalid argument. Must provide an iterator protocol-compliant object. Argument: `%u`. Value: `%s`.","TypeError"
"3y","invalid argument. Must provide an iterator protocol-compliant object. Value: `%s`.","TypeError"
"3z","invalid argument. Unable to parse date string. Value: `%s`.","TypeError"
"4A","invalid argument. Second argument must be a number. Value: `%s`.","TypeError"
"4B","invalid argument. Third argument must be a number. Value: `%s`.","TypeError"
"4C","invalid argument. Hash function argument must be a function. Value: `%s`.","TypeError"
"4D","invalid option. `%s` option must be a positive number. Option: `%s`.","TypeError"
"4E","invalid argument. Third argument must be either a nonnegative integer or an object. Value: `%s`.","TypeError"
"4F","invalid arguments. All arguments must be functions. Value: `%s`.","TypeError"
"4G","invalid argument. Each iterator function, except the last iterator function, within an iterator pipeline must return an iterator. Value: `%s`.","TypeError"
"4H","invalid argument. Must provide an an iterator. Value: `%s`.","TypeError"
"4I","invalid return value. Callback function must return an integer. Value: `%s`.","TypeError"
"4J","invalid argument. Fourth argument must be a boolean. Value: `%s`.","TypeError"
"4K","invalid return value. Callback function must return a positive integer. Value: `%s`.","TypeError"
"4L","invalid argument. Fifth argument must be a callback function. Value: `%s`.","TypeError"
"4M","invalid argument. Third argument must be either an integer (starting index) or a callback function. Value: `%s`.","TypeError"
"4N","invalid argument. Fourth argument must be either an integer (ending index) or a callback function. Value: `%s`.","TypeError"
"4O","invalid argument. Unrecognized/unsupported scale function. Value: `%s`.","Error"
"4P","invalid argument. Must provide an iterator protocol-compliant object or a number. Argument: `%u`. Value: `%s`.","TypeError"
"4Q","invalid argument. First argument must be a finite number. Value: `%s`.","TypeError"
"4R","invalid option. `%s` option must be a positive finite number. Option: `%s`.","TypeError"
"4S","invalid option. `%s` option must be one of the following: ""%s"". Option: `%s`.","TypeError"
"4T","invalid option. `%s` option must be less than or equal to 79. Option: `%u`.","RangeError"
"4U","invalid option. `%s` option must be less than or equal to 77. Option: `%u`.","RangeError"
"4V","invalid argument. Must provide an argument having a supported data type. Value: `%s`.","TypeError"
"4W","invalid option. Unsupported policy for determining an output array data type. Option: `%s`.","Error"
"4X","invalid option. `%s` option must be a recognized/supported data type. Option: `%s`.","TypeError"
"4Y","invalid option. `%s` option must be a recognized/supported output array data type policy. Option: `%s`.","TypeError"
"4Z","invalid argument. Resolution table must be an object. Value: `%s`.","TypeError"
"4a","invalid argument. Resolution table `%s` field value must be either a function or null. Value: `%s`.","TypeError"
"4b","invalid argument. First argument must be a positive integer. Value: `%s`.","TypeError"
"4c","invalid argument. First argument must be a one-dimensional ndarray. Value: `%s`.","TypeError"
"4d","invalid argument. Second argument must be either +1 or -1. Value: `%s`.","TypeError"
"4e","invalid argument. First argument must be a one-dimensional ndarray of length %u. Actual length: `%u`.","TypeError"
"4f","invalid argument. First argument must be an ndarray. Value: `%s`.","TypeError"
"4g","invalid argument. First argument must be an ndarray whose last dimension is of size `%u`. Actual size: `%u`.","TypeError"
"4h","invalid argument. Second argument is incompatible with model loss function. Probability predictions are only supported when the loss function is one of the following: ""%s"". Model loss function: `%s`.","Error"
"4i","invalid argument. Second argument must be a string value equal to either ""label"", ""probability"", or ""linear"". Value: `%s`.","TypeError"
"4j","invalid argument. Attempting to scale a weight vector by a nonpositive value. This is likely due to too large a value of `eta*lambda`. Value: `%f`.","RangeError"
"4k","invalid option. `%s` option must be a nonnegative number. Option: `%s`.","TypeError"
"4l","invalid option. `%s` option must be an array-like object. Option: `%s`.","TypeError"
"4m","invalid option. First `%s` option must be one of the following: ""%s"". Option: `%s`.","TypeError"
"4n","invalid option. Second `%s` option must be a positive number. Option: `%s`.","TypeError"
"4o","invalid option. Third `%s` option must be a number. Option: `%s`.","TypeError"
"4p","invalid argument. Argument specifying number of dimensions must be a positive integer. Value: `%s`.","TypeError"
"4q","invalid argument. First argument must either be a positive integer specifying the number of clusters or a matrix containing initial centroids. Value: `%s`.","TypeError"
"4r","invalid option. First `%s` parameter option must be greater than or equal to the number of clusters. Options: `%f`.","RangeError"
